category,product_name,vendor_name,product_capterra_url,url,rating,total_reviews,description,image,_source
Web Analytics,Monitor Backlinks,Monitor Backlinks,https://www.capterra.com/p/140915/Monitor-Backlinks/,https://www.capterra.com/p/140915/Monitor-Backlinks/,4.3,3,Monitor Backlinks is an SEO tool for marketers and entrepreneurs. Automate your online marketing strategies and reports.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/f8cd3304-913a-47bb-bb29-fd2f86c3d0e5.png,https://www.capterra.com/web-analytics-software
Website Builder,Goliday,Goliday,https://www.capterra.com/p/265963/Goliday/,https://www.capterra.com/p/265963/Goliday/,5,1,Website builder solution that helps holiday rental owners to create personalized booking websites using built-in templates.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/2bb93310-e96e-4480-94de-98442fc07d98.png,https://www.capterra.com/website-builder-software
Website Builder,KALLYAS,Hogash Studio,https://www.capterra.com/p/199294/KALLYAS/,https://www.capterra.com/p/199294/KALLYAS/,5,1,"Creative Multipurpose WordPress themes with a rich featured, epic, mature and premium framework.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/c4791f5b-e8f0-4904-a467-f99522a73d33.png,https://www.capterra.com/website-builder-software
Website Builder,Kickpages,Kickpages,https://www.capterra.com/p/211363/Kickpages/,https://www.capterra.com/p/211363/Kickpages/,5,1,Innovative platform at the cutting edge of the pagebuilder market.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/5423b767-bb5b-4e3c-bd81-a325ed80d304.png,https://www.capterra.com/website-builder-software
Website Builder,RapidWeaver 8,Realmac Software,https://www.capterra.com/p/190729/RapidWeaver-8/,https://www.capterra.com/p/190729/RapidWeaver-8/,5,1,Web design app for Macs that puts you in control of the entire experience of website design.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/79687656-15e4-4a15-9d06-d0af0b1337c7.png,https://www.capterra.com/website-builder-software
Website Builder,SMB Pro Suite,SMB Pro,https://www.capterra.com/p/178246/Website-Builder/,https://www.capterra.com/p/178246/Website-Builder/,5,1,Self design a fully responsive website or eCommerce store using our intuitive drag and drop website builder. No coding skills required.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/55a3ef1f-dffa-43ad-863a-adc8e3c380a2.png,https://www.capterra.com/website-builder-software
Website Builder,Web For Actors,IADB,https://www.capterra.com/p/175869/IADB-Websites-for-Actors/,https://www.capterra.com/p/175869/IADB-Websites-for-Actors/,5,1,Build a smart website in 90 seconds for free. Self-updating websites intended for actors and the filmmakers to showcase their work.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/0cd8f0fd-d945-425a-bf7d-cc1e019db666.png,https://www.capterra.com/website-builder-software
Website Builder,Zegashop,Zegashop,https://www.capterra.com/p/265534/Zegashop/,https://www.capterra.com/p/265534/Zegashop/,5,1,"A SaaS-based platform that helps businesses build websites via drag-and-drop editing, pre-made templates, text editor, and more.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/c4eca268-bde1-487e-9782-b0477371b708.png,https://www.capterra.com/website-builder-software
Web Analytics,Analytics Intelligence,Analytics Intelligence,https://www.capterra.com/p/173595/Analytics-Intelligence/,https://www.capterra.com/p/173595/Analytics-Intelligence/,5,1,"Helps customers improve data analysis, enhance decision making, and optimize digital services.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/781e5825-25c7-440f-b88c-9d2b8a138fec.png,https://www.capterra.com/web-analytics-software
Web Analytics,Analytics Toolkit,Web Focus,https://www.capterra.com/p/145694/Analytics-Toolkit/,https://www.capterra.com/p/145694/Analytics-Toolkit/,5,1,"Web based solution made to automate daily tasks: setup, auditing, maintenance and analysis.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/b7f3e371-6af4-487a-ad79-dc3b304f5280.png,https://www.capterra.com/web-analytics-software
Website Builder,Bluepark,Bluepark Solutions,https://www.capterra.com/p/196024/Bluepark/,https://www.capterra.com/p/196024/Bluepark/,4,1,Bluepark is an all-in-one website builder that enables businesses to build and maintain fully-hosted online shops.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/36dd8c36-571b-4eea-b516-7c3aad473331.png,https://www.capterra.com/website-builder-software
Website Builder,HostPapa,HostPapa,https://www.capterra.com/p/234176/httpswwwhostpapacom/,https://www.capterra.com/p/234176/httpswwwhostpapacom/,4,1,"Website building solution that offers free domain registration, design templates, eCommerce capabilities, and more.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/c7f9c549-8bdb-49fd-8e8d-899b2ad0514e.png,https://www.capterra.com/website-builder-software
Web Analytics,Bevy Design,Bevy Commerce,https://www.capterra.com/p/181867/Aiva/,https://www.capterra.com/p/181867/Aiva/,5,1,Website optimization tools designed to improve conversion tracking.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/93151e62-a4c0-43e3-8b89-3248a216f99d.png,https://www.capterra.com/web-analytics-software
Website Builder,MSPStream Web Design Studio,MSPStream,https://www.capterra.com/p/184307/MSPStream-Web-Design-Studio/,https://www.capterra.com/p/184307/MSPStream-Web-Design-Studio/,4,1,Website building solution for any industry with no HTML knowledge required! ,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/0798192b-c69c-4774-aad0-7cc0dc69bbb6.png,https://www.capterra.com/website-builder-software
Website Builder,Jimdesign,jimdesign,https://www.capterra.com/p/237583/Jimdesign/,https://www.capterra.com/p/237583/Jimdesign/,4,1,"Free trial for our drag and drop builder with no code. Easy to use, design globally and A/B test your site. Mobile friendly",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/33d56921-c34d-41aa-b8a9-d59c34dae1f7.png,https://www.capterra.com/website-builder-software
Web Analytics,Go Analyze,Analyze Enterprises,https://www.capterra.com/p/206539/Go-Analyze/,https://www.capterra.com/p/206539/Go-Analyze/,5,1,Changing the way you understand your visitors.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/fdad9e4b-8c45-4bfe-b2ee-efd599964b85.png,https://www.capterra.com/web-analytics-software
Warehouse Management,Focus WMS,Focus SoftNet,https://www.capterra.com/p/253880/Focus-WMS/,https://www.capterra.com/p/253880/Focus-WMS/,3.6,16,"Focus WMS is a Powerful ERP System that helps optimized workflow for fast and accurate fulfilment, utilizing the most advanced wireless",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/abffca7b-945e-45fe-9cf4-39c16fc4f2ad.png,https://www.capterra.com/warehouse-management-software
Web Analytics,Mangoo Analytics,Mangoo Analytics,https://www.capterra.com/p/10001504/Mangoo-Analytics/,https://www.capterra.com/p/10001504/Mangoo-Analytics/,5,1,"Simple & Privacy First. Track your website visitors in realtime, without compromising their privacy.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/d8b1537f-d1ed-428f-8a8c-fafdf461e4fa.jpeg,https://www.capterra.com/web-analytics-software
Website Builder,TemplateToaster,SofSter,https://www.capterra.com/p/193495/TemplateToaster/,https://www.capterra.com/p/193495/TemplateToaster/,4,1,Windows based web design and CMS theme & template design software and creates websites and templates in mins. ,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/94e8977c-1ddd-49a8-aca6-2173d30b9f01.png,https://www.capterra.com/website-builder-software
Website Builder,Rocket LegaSuite,Rocket Software,https://www.capterra.com/p/177610/Rocket-LegaSuite/,https://www.capterra.com/p/177610/Rocket-LegaSuite/,4,1,Extend proven applications as new Web and mobile experiences without recoding.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/d370725d-7699-4c5c-b729-46397d26192c.png,https://www.capterra.com/website-builder-software
Website Builder,WTL Studio,WTL Studio,https://www.capterra.com/p/196246/WTL-Studio/,https://www.capterra.com/p/196246/WTL-Studio/,4,1,All-in-one platform for startups and business with drag & drop features that provides everything needed to create a professional page.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/8c4e7135-9712-42a8-b494-a6c0a7c2dc75.png,https://www.capterra.com/website-builder-software
Website Builder,Rainmaker Platform,Rainmaker Digital Services,https://www.capterra.com/p/198198/Rainmaker-Platform/,https://www.capterra.com/p/198198/Rainmaker-Platform/,3,1,Quickly build a powerful marketing and sales website.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/0619c533-6757-47d7-a511-31b7d20346f3.png,https://www.capterra.com/website-builder-software
Web Analytics,PaveAI,PaveAI,https://www.capterra.com/p/159222/PaveAI/,https://www.capterra.com/p/159222/PaveAI/,5,1,Web analytics solution that helps businesses connect with Google Analytics to convert marketing data into actionable insights.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/5eba012c-3575-4f7f-bfc8-94dfb48a04d6.png,https://www.capterra.com/web-analytics-software
Website Builder,Mono editor,Mono Solutions,https://www.capterra.com/p/220193/Mono-editor/,https://www.capterra.com/p/220193/Mono-editor/,2,1,"Mono editor is a website builder tool that helps businesses utilize pre-built templates to create custom websites, blogs, and forms. ",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/cf20c73e-c153-46c8-897d-a170b5d7ae7d.png,https://www.capterra.com/website-builder-software
Website Builder,Gutenix,Gutenix,https://www.capterra.com/p/205874/Gutenix/,https://www.capterra.com/p/205874/Gutenix/,1,1,"Offers ZeGuten blocks for PRO content and stylization, dozens of premium starter sites & top WordPress themes.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/50ca417b-559c-41ed-87bf-217cf5ac9f8a.png,https://www.capterra.com/website-builder-software
Website Builder,minestore,minestore,https://www.capterra.com/p/219225/minestore/,https://www.capterra.com/p/219225/minestore/,1,1,"Website building tool that helps businesses create virtual stores, offer customizable design, and manage orders.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/6212468c-cb93-44a1-88c7-c947a7d4406d.png,https://www.capterra.com/website-builder-software
Website Builder,RedTim,RedTim,https://www.capterra.com/p/175961/RedTim/,https://www.capterra.com/p/175961/RedTim/,1,1,"A plug and play business website that help businesses goes live in 5 min. SEO, domain, email, and hosting is included.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/2514e2f8-ee28-445b-89c0-529670b269e7.png,https://www.capterra.com/website-builder-software
Web Analytics,RankSonic SEO Software,RankSonic,https://www.capterra.com/p/142875/RankSonic-SEO-Software/,https://www.capterra.com/p/142875/RankSonic-SEO-Software/,4,1,"RankSonic is a SEO platform that solves the problem of automating the tasks of every internet marketer: rank tracking, reporting etc.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/608db419-be6e-4cb1-bfc5-dc3f43380d3e.png,https://www.capterra.com/web-analytics-software
Web Analytics,Hub'Scan EX,Hub'Scan,https://www.capterra.com/p/173377/Hub-Scan-EX/,https://www.capterra.com/p/173377/Hub-Scan-EX/,4,1,"SaaS platform for analyzing web traffic, tags, and traffic - turn visitors into users.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/90fd5a63-9591-4bf7-bc08-96459d5c55c1.png,https://www.capterra.com/web-analytics-software
Web Analytics,OneStat Pro,OneStat.com,https://www.capterra.com/p/14008/OneStat-Pro/,https://www.capterra.com/p/14008/OneStat-Pro/,1,1,"Measures pageviews, visits, navigation of visitors, technology, geography and URL referrer.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/1933fe48-eae1-463b-ab35-4d019a44b703.png,https://www.capterra.com/web-analytics-software
Warehouse Management,Bitlog WMS,Bitlog Nordic,https://www.capterra.com/p/230878/Bitlog-WMS/,https://www.capterra.com/p/230878/Bitlog-WMS/,4.1,13,"Cloud-native modern WMS solution. Easy to integrate, easy to use, and constantly updated.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/92527e9d-a2f8-4b02-bb61-0b3530d74e07.png,https://www.capterra.com/warehouse-management-software
Warehouse Management,Manhattan SCALE,Manhattan Associates,https://www.capterra.com/p/679/Manhattan-SCALE/,https://www.capterra.com/p/679/Manhattan-SCALE/,4,10,Offers a complete integrated solution or target key operational opportunities with a modular approach.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/6681dcbd-09f8-44c8-995d-b9461cb20836.png,https://www.capterra.com/warehouse-management-software
Waiver,AWaiver,Indexic,https://www.capterra.com/p/205159/aWaiver/,https://www.capterra.com/p/205159/aWaiver/,4.4,11,aWaiver is cloud-based software that enables you to offer your liability waiver online for an on-site or at-home signature.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/b2e90827-9ca7-49d1-9e48-8c269b8ec331.png,https://www.capterra.com/waiver-software
Waitlist,TableUp,TableUp,https://www.capterra.com/p/178176/TableUp/,https://www.capterra.com/p/178176/TableUp/,5,2,"Client management system that provides restaurants of all sizes with online booking, wait list management, and table allocation tools.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/fc5e66c2-37e4-4dd4-98b2-ce482148abd8.png,https://www.capterra.com/waitlist-software
Waitlist,QueueTix,QTix,https://www.capterra.com/p/181955/QueueTix/,https://www.capterra.com/p/181955/QueueTix/,5,2,"Queue management app with booking system, save time and money by efficiently managing waitlist, line and booking.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/60894589-53c3-425c-ad36-29489bf577d7.png,https://www.capterra.com/waitlist-software
Vulnerability Scanner,Nexpose,Rapid7,https://www.capterra.com/p/238841/Nexpose/,https://www.capterra.com/p/238841/Nexpose/,4.5,2,Allows companies to monitor and fix vulnerabilities within their network.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/7321b75b-b468-4978-84ee-f5064074e126.png,https://www.capterra.com/vulnerability-scanner-software
Vulnerability Scanner,Offensity,A1 Digital,https://www.capterra.com/p/267299/Offensity/,https://www.capterra.com/p/267299/Offensity/,5,1,Offensity the Nr. 1 fully automated cloud-based vulnerability scanner than enables businesses to manage threat detection & security.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/504c8e9e-9ead-4587-be17-656d3af663f3.jpeg,https://www.capterra.com/vulnerability-scanner-software
Warehouse Management,WAMA,fullstack3,https://www.capterra.com/p/162070/WAMA/,https://www.capterra.com/p/162070/WAMA/,4.6,7,A cloud-based warehouse management solution available through web or mobile device with a dashboard and multiple features.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/876b107e-bdff-4250-b983-20c5afdd7198.png,https://www.capterra.com/warehouse-management-software
Vulnerability Scanner,WPScan,Automattic,https://www.capterra.com/p/10004147/WPScan/,https://www.capterra.com/p/10004147/WPScan/,4,1,WordPress vulnerability assessment platform.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/a9ff7f08-f54e-44ef-b2f7-6ce341be1d28.jpeg,https://www.capterra.com/vulnerability-scanner-software
Vulnerability Management,Cyber Chief,Audacix,https://www.capterra.com/p/211322/Cyber-Chief/,https://www.capterra.com/p/211322/Cyber-Chief/,5,12,Cyber Chief is a vulnerability scanner & issue management tool that helps you ship software with zero security known vulnerabilities,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/dc421ed9-1ff3-40e7-bd06-600074fc29d1.png,https://www.capterra.com/vulnerability-management-software
Vulnerability Management,Greenbone,Greenbone Networks,https://www.capterra.com/p/171380/OpenVAS/,https://www.capterra.com/p/171380/OpenVAS/,4.1,8,Vulnerability management to identify security vulnerabilities in enterprise networks suitable for any application area. ,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/529eba2e-5728-45f2-8172-f78590e6b538.png,https://www.capterra.com/vulnerability-management-software
Vulnerability Management,Hide My WP Ghost,Squirrly,https://www.capterra.com/p/240137/Hide-My-WP-Ghost/,https://www.capterra.com/p/240137/Hide-My-WP-Ghost/,5,6,Protect your WordPress site against hacker bots and spammers - the easy way! ,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/47e9b92b-a62e-40aa-a09b-e27f6fae8b1e.png,https://www.capterra.com/vulnerability-management-software
Vpn,Norton Secure VPN,Broadcom,https://www.capterra.com/p/169494/Norton-Wifi-Privacy-VPN/,https://www.capterra.com/p/169494/Norton-Wifi-Privacy-VPN/,4.3,54,Virtual private network application for keeping sensitive business and banking information secure through anonymous browsing.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/3cd272e6-d559-4db8-a5ef-4a8e4cae3971.png,https://www.capterra.com/vpn-software
Vulnerability Management,Active Directory Lite,Enzoic,https://www.capterra.com/p/252927/Active-Directory-Lite/,https://www.capterra.com/p/252927/Active-Directory-Lite/,4.8,4,A free password auditing tool that helps businesses scan and identify vulnerable passwords in Active Directory.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/90512de1-b34d-4f8f-9b43-7badb16cfaa0.png,https://www.capterra.com/vulnerability-management-software
Voting,CondoVoter,CondoVoter,https://www.capterra.com/p/250516/CondoVoter/,https://www.capterra.com/p/250516/CondoVoter/,5,9,"Cloud-based voting management tool that helps businesses handle online voting, participant registration, candidate profiles, and more. ",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/eb57dc5b-c4d7-4d60-a8ea-23255662b02d.jpeg,https://www.capterra.com/voting-software
Vpn,Surfshark,Surfshark,https://www.capterra.com/p/198822/Surfshark/,https://www.capterra.com/p/198822/Surfshark/,4.4,51,A secure VPN that encrypts your online data to stay safe and private. ,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/4946ef3b-ceae-40fc-a7e4-9a454da1c9e7.png,https://www.capterra.com/vpn-software
Warehouse Management,Amasty,Amasty,https://www.capterra.com/p/180544/Multi-warehouse-Inventory/,https://www.capterra.com/p/180544/Multi-warehouse-Inventory/,4.2,4,"E-commerce inventory management software with custom features on board: stock control, backorder settings, import/export and more.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/8c0b4a24-116d-49f3-899f-56dab590f2e4.png,https://www.capterra.com/warehouse-management-software
Vpn,GlobalProtect,Palo Alto Networks,https://www.capterra.com/p/234123/GlobalProtect/,https://www.capterra.com/p/234123/GlobalProtect/,4.3,16,"It is a VPN solution that helps businesses monitor device health, implement security policies, protect endpoints, and more.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/ecddce25-45f9-4106-8777-4214d8ed9ab7.jpeg,https://www.capterra.com/vpn-software
Vpn,ZenMate VPN,ZenGuard,https://www.capterra.com/p/190731/ZenMate-VPN/,https://www.capterra.com/p/190731/ZenMate-VPN/,4.4,20,Software solution that provides businesses with full security and anonymity online.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/bbf19766-962e-4f2a-9e10-3e1521bdeddf.png,https://www.capterra.com/vpn-software
Voting,E-Magles,EGID,https://www.capterra.com/p/201803/E-Magles/,https://www.capterra.com/p/201803/E-Magles/,4.5,2,Online voting platform for official meetings. Managing all meetings stages and voting processes cleverly. ,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/788cf76b-fbde-4329-9c05-ee31d12f3f86.png,https://www.capterra.com/voting-software
Vpn,OneVPN,OneVPN,https://www.capterra.com/p/182996/OneVPN/,https://www.capterra.com/p/182996/OneVPN/,4.3,15,"VPN for online security & privacy for Windows, Mac, iOS Android & routers.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/ff8d3e59-9c88-4f27-ae7e-1b538e848f32.png,https://www.capterra.com/vpn-software
Volunteer Management,VSys One,Bespoke Software,https://www.capterra.com/p/80491/VSys-One/,https://www.capterra.com/p/80491/VSys-One/,4.7,42,"Configurable volunteer management software for online applications, onboarding, scheduling, communication tools, and reporting.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/ad43183c-9d7f-4f35-825a-192b05108f4a.png,https://www.capterra.com/volunteer-management-software
Warehouse Management,OrderFlow,Realtime Despatch Software,https://www.capterra.com/p/176851/OrderFlow/,https://www.capterra.com/p/176851/OrderFlow/,4.3,3,Enterprise platform for high volume environments supporting multiple warehouse operations. ,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/9fca3901-93bc-45cc-a0ff-70046d2b06d0.png,https://www.capterra.com/warehouse-management-software
Voting,OpaVote,OpaVote,https://www.capterra.com/p/172746/OpaVote/,https://www.capterra.com/p/172746/OpaVote/,4,1,Web-based voting software that supports regular check box and ranked-choice election voting methods.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/f3cc791b-3d72-4fb4-b5e5-201478ed00be.png,https://www.capterra.com/voting-software
Vpn,FastestVPN,FastestVPN,https://www.capterra.com/p/175615/FastestVPN/,https://www.capterra.com/p/175615/FastestVPN/,4.1,11,VPN service that allows users across that globe to anonymously browse the internet.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/4d3f4580-55bd-4bec-bbe4-40bf1b9cad10.png,https://www.capterra.com/vpn-software
Voting,Vogo,Vogo,https://www.capterra.com/p/182019/Vogo/,https://www.capterra.com/p/182019/Vogo/,5,1,Voting software for organizations of all types - covers print and online voting.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/b15ab07d-c68f-41ea-96d7-62db1dedde4e.png,https://www.capterra.com/voting-software
Vpn,NETGEAR ProSAFE VPN Client Professional,Netgear,https://www.capterra.com/p/170726/VPN-Client-Professional/,https://www.capterra.com/p/170726/VPN-Client-Professional/,4.5,10,"VPN software for Windows that provides enterprise grade encryption, firewall compatibility, and multiple connection modes.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/80f6afaf-34ab-401a-bb67-2c2c8b2cd4fd.png,https://www.capterra.com/vpn-software
Vulnerability Management,McAfee Vulnerability Manager,McAfee,https://www.capterra.com/p/201981/McAfee-Vulnerability-Manager/,https://www.capterra.com/p/201981/McAfee-Vulnerability-Manager/,5,2,Know exactly where risks are and how to minimize the likelihood of a breach by automatically discovering databases on the network.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/04a86aeb-318e-424d-83a3-fcd5780276f2.png,https://www.capterra.com/vulnerability-management-software
Vpn,SoftEther VPN,SoftEther Project,https://www.capterra.com/p/170723/SoftEther-VPN/,https://www.capterra.com/p/170723/SoftEther-VPN/,5,8,"Open source VPN tool that provides remote-access, resistance to highly-restricted firewall, Source IP address control list, and more. ",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/402f9204-e6b5-437b-b570-03d38c1c6ae5.png,https://www.capterra.com/vpn-software
Vpn,PIA VPN,Private Internet Access,https://www.capterra.com/p/248998/PIA-VPN/,https://www.capterra.com/p/248998/PIA-VPN/,4.2,9,Virtual private network (VPN) that helps with assuring data privacy and unrestricted access to global servers.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/1e7dbc39-411e-4ebe-8c24-5ef98c434880.png,https://www.capterra.com/vpn-software
Vpn,GOOSE VPN,GOOSE,https://www.capterra.com/p/165537/GOOSE-VPN/,https://www.capterra.com/p/165537/GOOSE-VPN/,4.2,8,"The affordable, customer-friendly VPN service that guarantees your safety on the internet.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/43a7afc1-5feb-4f77-88b4-f16875327027.png,https://www.capterra.com/vpn-software
Vulnerability Management,Exodus Intelligence Vault,Exodus Intelligence,https://www.capterra.com/p/236777/Exodus-Intelligence/,https://www.capterra.com/p/236777/Exodus-Intelligence/,4.5,2,Exodus Intelligence is designed to help businesses detect and prevent online threats as well as software vulnerabilities.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/fa0020d2-e2f7-45ab-92dd-a09e5f1b3669.jpeg,https://www.capterra.com/vulnerability-management-software
Warehouse Management,Linker Cloud Fulfilment Network,Linker Cloud,https://www.capterra.com/p/175543/Linker/,https://www.capterra.com/p/175543/Linker/,5,2,Linker Cloud simplifies the process of international fulfillment allowing eCommerce & D2C companies to focus on growing their business.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/a5e6f301-6471-4f1e-9ec6-b8230235fad5.png,https://www.capterra.com/warehouse-management-software
Vulnerability Management,DeepSurface,DeepSurface,https://www.capterra.com/p/246606/DeepSurface/,https://www.capterra.com/p/246606/DeepSurface/,4.5,2,"Automates vulnerability analysis and uses context-based prioritization to reduce cyber risk, time, and money spent.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/c3120285-8e70-4508-8718-da24e7ce7329.jpeg,https://www.capterra.com/vulnerability-management-software
Vpn,AWS VPN,Amazon Web Services,https://www.capterra.com/p/252439/AWS-VPN/,https://www.capterra.com/p/252439/AWS-VPN/,5,5,"It is a VPN solution that helps businesses establish secure connections between remote offices, on-premise networks, and AWS global ne",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/6c378749-a4c5-4b44-9c92-7fed760b797e.jpeg,https://www.capterra.com/vpn-software
Vpn,CactusVPN ,CactusVPN,https://www.capterra.com/p/170768/CactusVPN/,https://www.capterra.com/p/170768/CactusVPN/,5,5,"VPN software with a streamlined login process, configurable settings, and advanced DNS features.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/b674522d-fdc2-4289-9d7c-57cfd009f4cd.png,https://www.capterra.com/vpn-software
Vulnerability Management,Threatspy,Secure Blink,https://www.capterra.com/p/275738/Threatspy/,https://www.capterra.com/p/275738/Threatspy/,4.5,2,Heuristic Application Security Management Platform For Modern Businesses. ,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/49d03218-d5c4-48bd-9a60-0a48cac286d0.png,https://www.capterra.com/vulnerability-management-software
Vpn,ibVPN Service,ibVPN,https://www.capterra.com/p/171859/ibVPN-Service/,https://www.capterra.com/p/171859/ibVPN-Service/,4.8,5,"No logs Romanian VPN provider that offers complete VPN, smartDNS and proxy solution.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/93e26554-7d35-4599-b06b-a9cd6e82eb44.png,https://www.capterra.com/vpn-software
Vpn,Cloudflare Access,Cloudflare,https://www.capterra.com/p/247272/Cloudflare-Access/,https://www.capterra.com/p/247272/Cloudflare-Access/,5,4,"Security and performance enhancement software for on-site, hybrid, cloud, and SaaS applications, providing companies with a unified con",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/6646298b-636e-4452-a112-c280a168ca43.jpeg,https://www.capterra.com/vpn-software
Vulnerability Management,Cosmos,Bishop Fox,https://www.capterra.com/p/265049/Cosmos/,https://www.capterra.com/p/265049/Cosmos/,5,1,"Cosmos defends dynamic attack surfaces by combining advanced technology, automation, and expert-driven testing.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/91ce17c8-fdef-4937-af00-3ba462749efb.jpeg,https://www.capterra.com/vulnerability-management-software
Volunteer Management,Offero,Squarei Technologies,https://www.capterra.com/p/177073/Offero/,https://www.capterra.com/p/177073/Offero/,4.8,13,"Offero is a cloud-based, enterprise-grade volunteer management system designed to meet the unique needs of robust volunteer programs.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/5f712bde-d482-407e-ae9a-afff90eec50b.png,https://www.capterra.com/volunteer-management-software
Warehouse Management,Ignition WMS,TELUS,https://www.capterra.com/p/100290/AFS-Warehouse-Management-System/,https://www.capterra.com/p/100290/AFS-Warehouse-Management-System/,4.5,2,Drive your mission critical warehouse operations with the highly scalable AFS Warehouse Management System.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/d2dd8192-68b4-4d43-9d9d-9db2009d30cb.png,https://www.capterra.com/warehouse-management-software
Vpn,IVPN,IVPN,https://www.capterra.com/p/235767/IVPN/,https://www.capterra.com/p/235767/IVPN/,4.7,3,Cloud-based and mobile solution that enables users to anonymously browse the web and securely access blocked websites and applications.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/0ec7bc07-f527-40e0-84b1-78dc35f115e7.jpeg,https://www.capterra.com/vpn-software
Warehouse Management,StockSystem,Replica Sistemi Spa,https://www.capterra.com/p/210704/StockSystem/,https://www.capterra.com/p/210704/StockSystem/,4.5,2,"StockSystem is the WMS by Replica Sistemi suite to provide logistic flows management, productivity and efficiency growth.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/d7f981e3-2f18-4402-81f0-6f8a3dc6a23b.png,https://www.capterra.com/warehouse-management-software
